symbol,date,close,high,low,number_of_trades,open,quote_volume,taker_quote_volume,taker_volume,volume
BTCUSDT,2019-02-18,3898.6,3925.0,3655.0,393515,3667.62,242898012.76922593,128779026.65413164,33934.973171,64042.730492
BTCUSDT,2019-02-19,3907.79,3994.52,3856.0,332281,3897.35,197091641.04739994,106038298.75034282,27008.597566,50207.172667
BTCUSDT,2019-02-20,3969.74,3986.98,3870.66,250176,3907.35,142571564.5611299,78593009.217168,19952.700984,36205.14085
BTCUSDT,2019-02-21,3937.31,4016.48,3901.03,209571,3969.74,122714273.87417652,65816472.08951928,16678.730945,31103.884728
BTCUSDT,2019-02-22,3962.0,3988.0,3926.65,179588,3937.31,94739322.74557026,51172984.8508417,12932.078494,23943.16375
BTCUSDT,2019-02-23,4117.76,4162.02,3933.15,231563,3962.0,135782959.41827348,71727695.5046879,17790.396815,33657.942883
BTCUSDT,2019-02-24,3743.56,4198.0,3712.66,410578,4118.0,244146803.51886994,118938981.43024275,30284.980963,62224.18689
BTCUSDT,2019-02-25,3827.92,3872.66,3740.0,262716,3743.56,145285565.2031707,77851143.96719553,20414.125316,38102.966245
BTCUSDT,2019-02-26,3809.23,3841.51,3777.0,213897,3828.44,109932596.10609363,56376982.48230529,14790.213311,28838.748036
BTCUSDT,2019-02-27,3818.07,3838.85,3677.17,201626,3809.31,119564023.12004226,61560455.27515973,16214.235846,31500.995466
BTCUSDT,2019-02-28,3813.69,3888.0,3763.87,233849,3818.04,124703738.39336836,64761233.24960861,16907.092301,32561.961044
BTCUSDT,2019-03-01,3823.0,3857.0,3813.01,179860,3814.26,88851336.5211179,48982541.74343915,12773.952595,23174.57217
BTCUSDT,2019-03-02,3819.93,3841.31,3772.25,149854,3822.17,74175357.77882297,39098061.94664881,10248.945655,19445.838355
BTCUSDT,2019-03-03,3807.75,3835.0,3781.32,127681,3819.97,63791898.99159701,33793163.48606208,8854.218878,16718.16541
BTCUSDT,2019-03-04,3715.3,3830.0,3670.69,218615,3807.32,129739738.23815794,67312533.26381876,18023.022407,34742.84166
BTCUSDT,2019-03-05,3857.73,3877.1,3703.55,202444,3716.1,124945530.76214454,68134618.18206476,17980.127712,32962.536162
BTCUSDT,2019-03-06,3861.84,3907.0,3813.09,165101,3857.58,95417637.5889866,50622286.0620538,13139.774573,24775.11883
BTCUSDT,2019-03-07,3873.64,3905.4,3840.4,180520,3861.84,102585458.38333897,51827450.49331647,13365.946213,26455.257661
BTCUSDT,2019-03-08,3864.89,3932.0,3800.0,211534,3873.63,135000852.01035947,69791058.74747884,17947.934228,34730.366592
BTCUSDT,2019-03-09,3943.04,3971.75,3854.75,206869,3864.88,121353606.96803357,64429542.99978998,16447.346558,30979.747653
BTCUSDT,2019-03-10,3916.82,3943.43,3881.69,167920,3943.43,90693949.72150731,48968093.08714351,12518.496386,23187.561412
BTCUSDT,2019-03-11,3871.61,3936.98,3830.0,209916,3915.99,147721971.09446937,75329574.17851433,19416.221014,38066.885705
BTCUSDT,2019-03-12,3882.73,3905.2,3826.06,182885,3871.61,104393849.44844826,53624520.4549435,13827.421065,26921.008622
BTCUSDT,2019-03-13,3866.0,3893.56,3840.0,186572,3882.69,94680049.46033753,49699859.82552118,12839.146505,24461.008757
BTCUSDT,2019-03-14,3877.12,3920.0,3810.43,196651,3866.0,104673038.77602254,55141147.28364773,14244.455319,27048.74853
BTCUSDT,2019-03-15,3923.76,3939.22,3872.2,163866,3877.12,84919900.71744472,46979306.89873034,12025.705534,21740.061498
BTCUSDT,2019-03-16,4005.98,4056.98,3921.98,216198,3924.46,114227606.40681694,62301622.91259946,15580.63108,28568.376124
BTCUSDT,2019-03-17,3981.14,4012.0,3950.01,146953,4005.98,74893913.05776027,39524144.17139103,9927.116559,18814.255577
BTCUSDT,2019-03-18,3987.81,4037.0,3953.33,157876,3981.85,89526258.38910636,47710908.05709871,11964.189769,22454.47801
BTCUSDT,2019-03-19,4015.53,4031.0,3970.0,147394,3987.83,79503748.36263466,42949860.70592456,10745.630565,19893.741815
BTCUSDT,2019-03-20,4043.04,4050.0,3980.5,175036,4017.48,94019734.23326427,48961351.11750316,12201.214279,23432.300255
BTCUSDT,2019-03-21,3980.64,4069.32,3880.01,236100,4043.04,144010401.50845116,74835394.39208286,18704.221837,35997.682119
BTCUSDT,2019-03-22,3986.93,4008.0,3968.25,153703,3980.85,79861943.8108997,42127893.35065794,10561.694577,20022.606318
BTCUSDT,2019-03-23,4006.01,4018.83,3978.01,143155,3987.89,69169819.8628637,37945846.04025019,9491.144728,17302.604318
BTCUSDT,2019-03-24,3992.18,4006.02,3950.0,131087,4006.01,68524082.74695624,34375232.36909545,8617.365925,17179.850648
BTCUSDT,2019-03-25,3936.12,3999.3,3888.71,227739,3991.35,131507366.37512891,67573128.16531546,17050.634827,33192.890217
BTCUSDT,2019-03-26,3948.55,3958.98,3894.0,192418,3935.47,115330070.99071544,62738463.8918989,15963.905205,29349.537627
BTCUSDT,2019-03-27,4038.05,4048.0,3936.15,224309,3948.77,129681258.0162135,71983196.76062553,17964.550601,32364.555852
BTCUSDT,2019-03-28,4027.81,4039.7,4002.0,157060,4039.58,80822230.57984656,40683986.77430117,10111.826276,20089.293875
BTCUSDT,2019-03-29,4103.25,4123.71,4024.03,203826,4028.22,122585822.5865048,68459620.2724032,16800.509572,30084.217444
BTCUSDT,2019-03-30,4106.97,4140.0,4052.0,162463,4104.24,79853835.581824,42255037.00428935,10322.148775,19509.292601
BTCUSDT,2019-03-31,4103.95,4116.12,4082.57,124046,4106.99,55472147.12701675,27993469.17112726,6824.657378,13525.087433
BTCUSDT,2019-04-01,4144.56,4158.7,4067.0,184268,4102.44,105388238.14788891,53371959.95327402,12915.28932,25507.067641
BTCUSDT,2019-04-02,4857.29,4897.99,4140.54,609133,4144.54,489018726.75750667,258300768.815403,55726.141684,105383.639263
BTCUSDT,2019-04-03,4932.6,5275.01,4753.5,692019,4857.19,548900970.9178842,279654422.0749142,55975.584761,109890.125743
BTCUSDT,2019-04-04,4898.66,5039.08,4777.0,419141,4932.59,301411332.0090243,154090564.79115182,31203.308354,61054.254168
BTCUSDT,2019-04-05,5004.95,5028.22,4880.62,292375,4898.64,197660830.71096662,105586318.20991643,21235.636237,39768.552806
BTCUSDT,2019-04-06,5043.89,5205.0,4928.59,281237,5004.96,210963411.61313188,110119190.88917793,21796.021869,41770.842313
BTCUSDT,2019-04-07,5170.27,5234.0,5026.0,274084,5042.07,192916750.57190406,100069310.55713654,19504.612832,37615.486804
BTCUSDT,2019-04-08,5236.9,5305.0,5039.0,350828,5170.27,260487077.7675668,131396468.34738518,25302.165402,50178.430782
BTCUSDT,2019-04-09,5150.0,5238.4,5076.68,253381,5238.38,175633627.3163735,87496291.75731626,16967.006115,34067.012311
BTCUSDT,2019-04-10,5308.25,5422.0,5135.0,260967,5150.0,210870034.5120553,111952601.71234791,21269.620949,40073.620471
BTCUSDT,2019-04-11,5017.37,5332.67,4927.0,369304,5307.86,277736905.85749793,135174561.6885292,26631.112409,54696.600686
BTCUSDT,2019-04-12,5048.01,5080.58,4861.22,226036,5017.37,166485761.0793121,84561818.27888817,16899.590533,33276.678614
BTCUSDT,2019-04-13,5045.22,5099.0,5004.0,138674,5047.0,87375984.44461507,43925293.92220215,8692.053259,17292.456802
BTCUSDT,2019-04-14,5131.3,5152.99,5000.0,131700,5047.45,92594930.42710131,50893945.02767781,10043.911667,18281.607739
BTCUSDT,2019-04-15,5024.95,5167.38,4950.0,204944,5131.28,147687551.9414771,72070166.00084409,14170.252402,29057.191581
BTCUSDT,2019-04-16,5173.72,5197.72,5003.94,168550,5024.95,123581651.71216355,65290617.51599363,12804.633768,24242.229493
BTCUSDT,2019-04-17,5202.82,5230.4,5146.8,179490,5173.72,120972345.51821637,63190167.89632924,12172.531724,23307.536134
BTCUSDT,2019-04-18,5258.44,5287.0,5198.8,167110,5202.41,118573129.86520115,63464128.54331125,12104.852932,22619.239001
BTCUSDT,2019-04-19,5258.68,5320.0,5175.0,178148,5258.44,128937309.63806376,67549701.12506343,12889.683344,24611.236323
BTCUSDT,2019-04-20,5291.73,5333.42,5230.1,157080,5258.68,101343660.15324435,53029542.91017945,10029.272262,19168.908274
BTCUSDT,2019-04-21,5256.14,5314.35,5165.0,210494,5292.91,133929931.15068737,68909870.81367928,13147.771016,25549.570939
BTCUSDT,2019-04-22,5357.14,5400.0,5208.35,210361,5257.41,156632202.97099614,83879362.2832235,15828.004851,29563.852309
BTCUSDT,2019-04-23,5493.31,5600.0,5332.41,282563,5357.14,227154061.85771412,117054771.35759218,21260.014469,41262.103917
BTCUSDT,2019-04-24,5415.0,5582.2,5333.35,339599,5490.91,262493252.93584237,127419838.49784201,23401.18852,48224.152413
BTCUSDT,2019-04-25,5219.9,5491.84,5102.0,331089,5415.0,265091565.61466023,114223925.41789763,21401.171965,49636.089948
BTCUSDT,2019-04-26,5314.1,5510.0,5161.62,333183,5220.47,259659705.6513858,133163032.45656706,25076.718297,48912.294513
BTCUSDT,2019-04-27,5295.69,5342.5,5257.67,145733,5315.0,81749716.42174439,41978251.89852615,7918.227056,15422.896935
BTCUSDT,2019-04-28,5307.52,5340.0,5259.48,127730,5295.69,76277087.37424076,38011547.93921391,7160.773725,14371.433869
BTCUSDT,2019-04-29,5238.14,5332.0,5178.8,178472,5309.81,104822151.5144498,52529726.6306137,9983.622137,19918.135079
BTCUSDT,2019-04-30,5320.81,5339.98,5192.15,180989,5238.14,117309839.23079813,64721155.04645376,12264.552938,22238.06823
BTCUSDT,2019-05-01,5383.2,5402.0,5316.2,161488,5321.94,92194935.6047804,51604847.88561128,9636.265899,17217.473216
BTCUSDT,2019-05-02,5492.87,5538.0,5370.0,181896,5383.2,124498567.2076544,65029410.500783,11908.895892,22795.787835
BTCUSDT,2019-05-03,5772.69,5844.0,5477.57,338298,5494.81,264435878.92811018,142732584.0758724,24992.74319,46297.172849
BTCUSDT,2019-05-04,5829.45,5900.0,5587.45,283145,5770.62,228942582.4507792,121524183.9274325,21037.299477,39682.408991
BTCUSDT,2019-05-05,5775.62,5839.9,5696.0,185365,5829.83,137653160.76602158,68357177.93240789,11824.087921,23822.543775
BTCUSDT,2019-05-06,5747.79,5805.0,5619.14,230431,5773.18,144358553.85462248,73880906.50332905,12922.62549,25256.596325
BTCUSDT,2019-05-07,5846.34,6028.41,5747.74,301388,5749.92,236176663.81792104,126064101.9122562,21302.981217,39905.064422
BTCUSDT,2019-05-08,5987.29,6014.72,5772.2,190969,5846.34,136246055.59559172,70660061.87146753,11961.036359,23074.186907
BTCUSDT,2019-05-09,6209.18,6224.55,5983.71,227841,5986.66,167489934.34358987,84696142.54932348,13875.182356,27453.011436
BTCUSDT,2019-05-10,6373.33,6468.92,6172.0,283074,6209.95,231801342.4320928,117379030.42732471,18548.927995,36623.61079
BTCUSDT,2019-05-11,7076.22,7343.99,6372.85,562540,6375.16,507216001.3434041,274656200.80251044,40091.997215,74022.424393
BTCUSDT,2019-05-12,6967.31,7521.78,6750.0,647345,7076.24,619939454.4896551,304720922.9083252,42689.589676,86948.975339
BTCUSDT,2019-05-13,7790.71,8100.0,6870.0,588497,6968.24,648012612.2927014,342327287.016619,45381.262259,85804.735333
BTCUSDT,2019-05-14,7947.56,8366.0,7599.56,655426,7795.62,611103206.0032725,310810946.93725246,38953.032335,76583.722603
BTCUSDT,2019-05-15,8169.87,8249.0,7850.0,347533,7945.26,305196285.2755824,158426245.70097858,19660.576186,37884.327211
BTCUSDT,2019-05-16,7866.59,8320.0,7705.0,666538,8169.08,557126171.2789642,280897013.06816626,35097.404158,69630.513996
BTCUSDT,2019-05-17,7355.26,7925.0,6913.0,803893,7868.67,645676487.3744029,328348049.1630897,45121.474978,88752.008159
BTCUSDT,2019-05-18,7257.45,7458.0,7156.61,379504,7355.28,271170511.0509332,141830045.16939756,19375.84836,37054.944779
BTCUSDT,2019-05-19,8148.48,8275.09,7243.08,583432,7257.32,517729474.358441,281177713.21845126,35593.490022,65577.442058
BTCUSDT,2019-05-20,7938.15,8156.03,7553.0,610360,8147.94,517939277.868858,272371020.30677795,34629.645645,65859.208564
BTCUSDT,2019-05-21,7904.87,8042.32,7771.0,554038,7937.16,413637782.36974555,215730616.60421488,27272.360448,52301.752247
BTCUSDT,2019-05-22,7628.43,8016.0,7465.0,461337,7904.48,384730220.7219517,191296198.55463496,24410.962662,49136.994589
BTCUSDT,2019-05-23,7851.51,7940.98,7461.0,449220,7627.8,381536239.5128484,199607980.98608008,25959.859838,49648.184701
BTCUSDT,2019-05-24,7964.87,8130.0,7766.0,428676,7849.95,371381043.73160255,199347829.0258737,25045.733428,46664.785325
BTCUSDT,2019-05-25,8025.41,8091.8,7908.34,264448,7964.52,227376280.5854076,120334124.30243574,15037.164996,28414.328817
BTCUSDT,2019-05-26,8614.43,8740.0,7833.42,377306,8023.0,409616322.38847876,217911336.3040823,26438.946803,49652.144567
BTCUSDT,2019-05-27,8756.32,8908.32,8589.0,478773,8612.54,452651204.93490237,241864670.6517397,27722.369637,51886.768793
BTCUSDT,2019-05-28,8715.64,8798.49,8510.63,349123,8752.52,273791910.6314759,144108437.06115803,16561.876811,31470.551534
BTCUSDT,2019-05-29,8645.68,8750.0,8406.6,352317,8716.87,292094591.01803863,151595491.23598412,17575.580317,33880.865922
BTCUSDT,2019-05-30,8269.54,9074.26,8005.0,617341,8646.5,603312537.3808434,296613619.2190466,34577.310598,70379.998521
BTCUSDT,2019-05-31,8555.0,8594.0,8108.5,416525,8267.1,373629673.9190144,195418655.05339947,23391.68846,44727.49162
BTCUSDT,2019-06-01,8544.07,8626.0,8442.36,348375,8555.0,272098436.34069574,144486129.11826152,16922.662425,31868.234157
BTCUSDT,2019-06-02,8725.98,8814.78,8524.0,299353,8545.1,241414596.71950513,126530020.38343658,14585.886999,27835.133265
BTCUSDT,2019-06-03,8115.82,8800.95,8080.8,431252,8726.0,387155494.97304887,190882595.70344347,22514.316859,45692.965104
BTCUSDT,2019-06-04,7687.03,8115.66,7481.02,645913,8115.66,582173398.3257968,288822568.0432201,36776.597131,74143.948941
BTCUSDT,2019-06-05,7776.5,7896.7,7572.78,426120,7687.04,377635818.0044095,204082647.8767332,26296.533959,48679.656455
BTCUSDT,2019-06-06,7786.7,7868.13,7444.58,371485,7778.08,282156410.5437891,145537581.79160798,18877.986383,36624.118747
BTCUSDT,2019-06-07,7980.53,8100.0,7737.49,323096,7787.57,269125728.1416496,136343077.37705734,17193.575595,33942.225658
BTCUSDT,2019-06-08,7893.62,8044.65,7751.0,250864,7978.94,179047320.02388045,93237148.4745482,11795.097294,22657.329634
BTCUSDT,2019-06-09,7628.13,7935.0,7506.66,322175,7895.28,243970971.0244344,125591062.03917082,16234.631275,31568.465157
BTCUSDT,2019-06-10,7982.75,8020.0,7511.0,387179,7627.57,287125339.9701144,155461282.8313925,19890.868561,36756.078468
BTCUSDT,2019-06-11,7884.9,8010.0,7692.23,309059,7981.0,238031771.51747337,124001190.82079008,15793.772451,30334.999427
BTCUSDT,2019-06-12,8127.64,8200.0,7788.99,361980,7884.9,333291726.6460002,182925127.46756545,22826.901026,41597.082622
BTCUSDT,2019-06-13,8218.54,8309.82,8010.03,341246,8127.64,248418184.7720466,131293315.79862677,16100.161346,30467.764341
BTCUSDT,2019-06-14,8650.0,8684.41,8144.32,410072,8216.44,333475488.5537595,175588531.4851917,20970.623827,39835.246255
BTCUSDT,2019-06-15,8808.7,8864.99,8567.63,335840,8650.88,276420769.2933853,146051605.23593673,16798.379296,31791.636039
BTCUSDT,2019-06-16,8953.33,9333.0,8760.0,552319,8810.77,574211342.9796603,306793742.1084928,33804.182046,63289.251219
BTCUSDT,2019-06-17,9313.96,9444.0,8950.0,462160,8953.0,441567296.0592662,228962151.2411525,24826.97685,47895.485374
BTCUSDT,2019-06-18,9081.55,9336.36,8950.0,449730,9312.13,470271954.29870564,255972426.13011804,28057.047335,51554.569401
BTCUSDT,2019-06-19,9255.49,9304.0,8960.0,306202,9081.97,293748062.6668488,160303572.0157976,17533.233016,32147.706495
BTCUSDT,2019-06-20,9517.12,9590.0,9175.2,350662,9253.76,323621848.1987617,168891671.53448427,18032.190714,34556.053982
BTCUSDT,2019-06-21,10159.86,10174.99,9518.06,474344,9518.06,494783687.9853515,277616242.76671946,28305.732749,50484.415892
BTCUSDT,2019-06-22,10729.5,11160.0,9921.72,923334,10159.86,1112069567.638115,590676435.7888236,55336.623587,104169.447976
BTCUSDT,2019-06-23,10906.07,11392.64,10555.18,557935,10729.0,625330374.7466884,327919162.5503831,30129.801033,57445.323945
BTCUSDT,2019-06-24,11056.59,11143.63,10620.8,440335,10905.95,469746663.9381173,247193774.35494488,22674.413851,43101.045285
BTCUSDT,2019-06-25,11820.86,11850.0,11026.0,597798,11056.59,697773986.2691859,373915513.2823127,32838.335566,61276.686648
BTCUSDT,2019-06-26,13093.8,13970.0,11741.0,1355074,11821.28,1996178374.5944922,973444882.2175623,76046.064206,155930.147386
BTCUSDT,2019-06-27,11329.99,13478.04,10525.1,1357233,13098.38,2058443849.314,951733425.6087813,80442.119916,173894.820889
BTCUSDT,2019-06-28,12400.63,12480.0,10982.88,883116,11329.99,1129888341.3212838,576552254.919601,48847.107883,95795.203964
BTCUSDT,2019-06-29,11903.13,12441.54,11475.02,732073,12407.06,829011822.2365324,429403585.74678665,36061.459369,69642.074157
BTCUSDT,2019-06-30,10854.1,12180.0,10766.03,711267,11903.13,971151050.9005816,492370966.31592095,42697.44,84512.530443
BTCUSDT,2019-07-01,10624.93,11282.28,10030.0,757458,10854.1,972343281.8603554,473020897.4118362,44210.988365,90962.268271
BTCUSDT,2019-07-02,10842.85,10938.75,9727.0,870148,10624.9,1128353804.8007915,566863180.5509229,54998.503606,109561.038728
BTCUSDT,2019-07-03,11940.0,11991.89,10841.04,814754,10844.98,1097804642.7577736,561585673.8651911,49613.616744,96815.90029
BTCUSDT,2019-07-04,11145.67,12000.0,11055.0,643867,11940.0,775818897.3894849,392411806.4334007,33626.851862,66512.221892
BTCUSDT,2019-07-05,10970.73,11406.83,10796.44,564857,11145.67,705853649.0264896,359142813.98810697,32306.914259,63534.350582
BTCUSDT,2019-07-06,11256.49,11665.0,10964.51,470692,10982.41,585001376.1554291,291096287.944003,25601.989482,51469.496331
BTCUSDT,2019-07-07,11406.24,11538.0,11094.37,366769,11256.45,439439052.9455421,253820654.34123245,22449.30112,38884.795599
BTCUSDT,2019-07-08,12238.6,12338.03,11220.0,507860,11410.0,618530684.4325522,328709707.94803345,27740.09749,52182.367215
BTCUSDT,2019-07-09,12543.41,12794.73,12068.0,660273,12238.6,975986802.0300351,508388352.36049587,40993.911974,78442.130343
BTCUSDT,2019-07-10,12108.37,13147.08,11569.0,899391,12548.51,1369749939.9675035,588798251.124835,46964.760907,109246.044997
BTCUSDT,2019-07-11,11342.89,12111.73,11000.0,760057,12108.11,1007356802.218256,503407388.68365425,43714.15617,87506.461058
BTCUSDT,2019-07-12,11757.22,11885.0,11073.0,537561,11342.88,649824820.7654814,349517968.9038733,30291.119356,56321.858281
BTCUSDT,2019-07-13,11355.76,11799.98,10830.0,510305,11757.22,614050007.9919451,299649536.3943535,26460.058236,54245.594548
BTCUSDT,2019-07-14,10174.18,11452.0,10103.0,649043,11355.78,777646151.6029468,384643236.23562616,35853.69216,72517.579236
BTCUSDT,2019-07-15,10838.72,11100.0,9860.0,732206,10174.18,851028723.7031858,433767828.4945731,41714.189655,81922.426332
BTCUSDT,2019-07-16,9439.59,11028.0,9350.01,796646,10833.78,982462166.6932294,478852520.00356245,47295.944048,97219.443413
BTCUSDT,2019-07-17,9667.92,9957.0,9060.0,757742,9430.17,809555508.3476789,410754257.707386,43073.115146,84942.672717
BTCUSDT,2019-07-18,10627.16,10788.0,9252.0,734821,9668.86,807822745.1854328,423743857.7945461,42103.344745,80283.310252
BTCUSDT,2019-07-19,10504.29,10769.71,10121.84,567735,10628.64,589931612.3419864,303508985.606864,29070.357474,56546.932133
BTCUSDT,2019-07-20,10740.23,11068.99,10350.0,461660,10505.78,505569016.350083,267188169.93959162,25003.62155,47331.899848
BTCUSDT,2019-07-21,10589.45,10817.9,10288.0,395452,10740.27,409661485.9985646,214610701.2026862,20345.527384,38834.287935
BTCUSDT,2019-07-22,10340.31,10683.16,10100.0,389565,10590.15,421016379.36208767,201324461.22845033,19335.4119,40467.954839
BTCUSDT,2019-07-23,9864.91,10343.97,9822.0,448147,10343.08,478441909.4050573,241965620.20266604,24082.309129,47624.37071
BTCUSDT,2019-07-24,9763.28,9937.0,9525.0,424762,9864.78,422534162.14571226,213526693.3881535,21963.773537,43475.380377
BTCUSDT,2019-07-25,9879.87,10175.0,9720.03,368176,9763.4,378938450.08176744,193241603.01232004,19308.011426,37873.354728
BTCUSDT,2019-07-26,9824.0,9889.98,9637.0,299935,9882.15,265108103.13392133,136688126.95394775,14006.629434,27167.463217
BTCUSDT,2019-07-27,9476.52,10188.66,9333.0,401418,9824.0,424932724.9687315,208090741.11042416,21428.052318,43809.778301
BTCUSDT,2019-07-28,9541.54,9594.99,9165.0,271327,9478.92,278537286.1348134,162267204.1584597,17116.433132,29401.022937
BTCUSDT,2019-07-29,9507.64,9729.0,9395.0,294468,9541.54,277497756.76841676,153791418.10329247,16075.166971,29021.937411
BTCUSDT,2019-07-30,9574.21,9714.28,9402.0,283961,9509.07,310867928.28793913,164621319.04418957,17211.009653,32536.368834
BTCUSDT,2019-07-31,10080.53,10109.8,9555.0,364212,9575.0,389690761.44466114,209506872.509218,21235.609604,39515.35456
BTCUSDT,2019-08-01,10374.99,10467.86,9863.46,378062,10080.53,422156523.6690079,225207082.39426738,22244.919467,41727.637028
BTCUSDT,2019-08-02,10523.75,10670.0,10281.35,431322,10375.0,450323284.15075976,232638457.60696325,22206.135093,42990.444221
BTCUSDT,2019-08-03,10816.86,10904.77,10497.93,348893,10523.75,363852799.8717801,195125820.47946513,18132.529707,33802.318824
BTCUSDT,2019-08-04,10929.23,11040.0,10552.0,353721,10816.86,431793873.4232976,238959952.2351608,22066.368257,39924.745141
BTCUSDT,2019-08-05,11828.8,11937.52,10927.8,622610,10929.99,757976547.2170461,389969213.3989176,33530.07066,65153.673713
BTCUSDT,2019-08-06,11481.69,12330.7,11226.7,625827,11830.0,904119081.6157126,442937542.0407164,37522.116972,76705.389875
BTCUSDT,2019-08-07,11975.03,12141.17,11382.84,592916,11481.69,814597979.0505041,428496665.570065,36357.225918,69173.390353
BTCUSDT,2019-08-08,11999.77,12060.0,11521.0,473584,11975.04,604389131.062836,324785966.1265964,27463.200763,51207.257174
BTCUSDT,2019-08-09,11879.99,12045.68,11700.0,410902,11994.17,467011047.9414284,238009297.57960403,20074.421911,39427.152588
BTCUSDT,2019-08-10,11309.31,11985.0,11270.0,399237,11879.98,492217964.49055576,197997879.10911432,17111.125076,42633.087048
BTCUSDT,2019-08-11,11549.97,11600.0,11112.11,306234,11309.24,304862403.3514491,171032610.99181715,15007.4382,26772.90691
BTCUSDT,2019-08-12,11396.08,11577.89,11235.32,255966,11539.08,200325471.604141,104948602.15277772,9200.430879,17568.227075
BTCUSDT,2019-08-13,10892.71,11456.16,10788.45,337834,11398.35,368994475.54611236,149693332.12683108,13483.5587,33234.72968
BTCUSDT,2019-08-14,10050.37,10897.48,9928.1,534507,10893.36,567724729.1059059,271971667.5509817,26080.631381,54451.847499
BTCUSDT,2019-08-15,10293.93,10460.0,9911.0,373368,10055.16,387705855.0879112,199059445.60425642,19588.082918,38174.45112
BTCUSDT,2019-08-16,10331.54,10536.03,9750.0,504740,10296.77,527258446.39777654,263301246.89849174,25818.031537,51758.142918
BTCUSDT,2019-08-17,10216.02,10465.14,10000.0,332795,10331.15,297776329.0305825,150792759.3452331,14672.94974,29000.581201
BTCUSDT,2019-08-18,10306.78,10500.0,10080.0,265705,10216.05,248508872.45998642,133774771.71696787,12961.478557,24085.395172
BTCUSDT,2019-08-19,10915.54,10930.0,10258.6,337022,10306.17,396233441.02745956,219085855.3445805,20591.436572,37243.319217
BTCUSDT,2019-08-20,10760.51,10949.96,10560.0,305065,10914.73,346664453.13672656,172082522.17892724,16017.544729,32298.921679
BTCUSDT,2019-08-21,10142.57,10804.13,9858.0,458814,10760.51,482889274.517917,219533134.86528105,21565.830561,47355.719282
BTCUSDT,2019-08-22,10099.88,10242.0,9762.0,401148,10140.82,341371442.9068388,179746967.2352143,17921.9543,34059.642738
BTCUSDT,2019-08-23,10389.55,10445.0,10019.79,326866,10099.9,282732431.7520724,151926638.08027625,14798.816338,27550.336173
BTCUSDT,2019-08-24,10134.35,10419.42,9890.0,313227,10388.16,279962133.6257099,137726211.36364344,13623.564841,27692.456844
BTCUSDT,2019-08-25,10142.69,10333.0,9906.97,289956,10134.61,265132761.31704283,130202473.09027293,12885.717735,26271.657398
BTCUSDT,2019-08-26,10372.25,10604.0,10137.93,405316,10142.69,432249835.49069726,235202578.43601218,22666.595452,41687.511599
BTCUSDT,2019-08-27,10185.05,10391.08,10051.08,292888,10373.6,289340681.0789518,141207845.02919284,13852.442138,28402.775383
BTCUSDT,2019-08-28,9721.0,10299.0,9601.01,381293,10185.69,420034883.0031526,194055407.18003407,19430.822573,42110.555375
BTCUSDT,2019-08-29,9498.44,9724.0,9320.0,343887,9721.0,337838761.5572865,166811264.08255094,17536.268448,35532.69491
BTCUSDT,2019-08-30,9584.54,9696.0,9350.41,259270,9499.01,255854874.45077452,135696420.41983488,14227.872851,26834.318104
BTCUSDT,2019-08-31,9587.47,9684.51,9420.75,199188,9582.76,164116756.4629969,82010834.33875087,8558.148214,17130.290074
BTCUSDT,2019-09-01,9724.98,9830.0,9520.0,191324,9588.74,188513289.12235728,111464034.38112412,11545.610598,19545.404843
BTCUSDT,2019-09-02,10340.0,10450.0,9712.5,354155,9723.59,448462178.6303809,251933840.30794755,25140.296125,44740.248093
BTCUSDT,2019-09-03,10615.28,10773.0,10272.0,416076,10340.0,505617667.39926684,260488377.88812712,24734.303264,47998.376781
BTCUSDT,2019-09-04,10567.02,10799.0,10369.89,383457,10611.85,463526509.325937,234731325.60204142,22244.067656,43943.889026
BTCUSDT,2019-09-05,10564.49,10900.0,10450.0,309846,10565.92,358861340.7897901,174901090.47337496,16535.147807,33970.960639
BTCUSDT,2019-09-06,10298.73,10905.87,10150.0,455334,10563.13,623662984.3843306,318275724.07277405,29952.944427,58799.640959
BTCUSDT,2019-09-07,10455.88,10558.0,10288.57,272011,10298.71,287851131.1802577,152825898.95080233,14673.489216,27637.877392
BTCUSDT,2019-09-08,10381.18,10592.5,10208.0,237752,10455.9,249900964.3715313,110370036.72549054,10588.592458,23984.672018
BTCUSDT,2019-09-09,10303.12,10480.0,10068.5,330459,10381.24,409724831.9471227,192814736.82347485,18729.472684,39835.727608
BTCUSDT,2019-09-10,10098.15,10384.99,9953.0,286763,10302.58,294323839.5070076,136876441.42321572,13432.256822,28915.412225
BTCUSDT,2019-09-11,10158.33,10293.0,9880.0,309120,10098.19,321637085.47650874,167086058.18780476,16583.813097,31953.824562
BTCUSDT,2019-09-12,10415.01,10448.81,10040.0,317881,10158.75,353390090.9677773,190066356.88701728,18550.853202,34511.162755
BTCUSDT,2019-09-13,10342.06,10439.0,10153.0,304947,10415.01,311632094.2561885,172561765.6530662,16763.854663,30280.339776
BTCUSDT,2019-09-14,10335.02,10419.99,10222.33,253929,10344.13,244063007.09022474,139491411.26572925,13495.986691,23621.533519
BTCUSDT,2019-09-15,10302.01,10360.0,10252.15,194733,10332.81,185853330.43704256,84690636.88555922,8221.803055,18047.654013
BTCUSDT,2019-09-16,10251.31,10355.0,10078.0,274368,10303.34,296325130.1709013,137008707.88664532,13385.302253,28971.401657
